ID_Aluno,Idade,Horas_Estudo_Semana,Pontuacao_Prova_Final,Aprovado
2572,19,30,80,True
2573,23,23,62,True
2574,22,7,22,False
2575,19,17,36,False
2576,20,37,84,True
2577,18,16,33,False
2578,20,30,79,True
2579,19,21,59,False
2580,23,22,54,False
2581,18,8,28,False
2582,18,27,72,True
2583,24,32,88,True
2584,22,38,90,True
2585,23,11,35,False
2586,19,39,91,True
2587,20,5,15,False
2588,18,20,55,False
2589,21,7,26,False
2590,24,21,47,False
2591,19,29,79,True
2592,21,24,54,False
2593,21,6,19,False
2594,20,34,89,True
2595,18,31,83,True
2596,19,36,84,True
2597,20,32,71,True
2598,23,13,31,False
2599,21,6,14,False
2600,18,14,28,False
2601,21,37,86,True
2602,20,16,40,False
2603,18,8,15,False
2604,20,12,29,False
2605,20,19,40,False
2606,21,18,52,False
2607,23,11,35,False
2608,22,32,80,True
2609,23,6,21,False
2610,21,18,40,False
2611,21,8,16,False
2612,23,28,69,True
2613,22,35,88,True
2614,23,10,26,False
2615,18,14,26,False
2616,20,33,90,True
2617,22,32,80,True
2618,18,25,55,False
2619,24,12,39,False
2620,24,8,28,False
2621,24,19,44,False
2622,18,11,24,False
2623,21,26,72,True
2624,18,7,19,False
2625,23,34,78,True
2626,20,21,55,False
2627,21,6,20,False
2628,19,15,28,False
2629,20,30,75,True
2630,18,26,62,True
2631,21,6,19,False
2632,23,38,90,True
2633,18,5,14,False
2634,23,18,39,False
2635,23,16,48,False
2636,20,14,35,False
2637,22,39,100,True
2638,20,28,69,True
2639,19,9,30,False
2640,21,12,36,False
2641,18,21,43,False
2642,22,25,59,False
2643,22,16,35,False
2644,21,29,69,True
2645,19,27,59,False
2646,20,10,22,False
2647,18,13,38,False
2648,20,7,18,False
2649,18,20,45,False
2650,19,39,88,True
2651,24,34,84,True
2652,21,29,66,True
2653,20,34,92,True
2654,21,9,20,False
2655,21,12,29,False
2656,24,12,31,False
2657,18,25,59,False
2658,20,6,18,False
2659,23,28,68,True
2660,24,7,15,False
2661,21,24,68,True
2662,23,6,25,False
2663,24,26,71,True
2664,22,26,62,True
2665,19,31,74,True
2666,23,38,97,True
2667,20,9,16,False
2668,19,28,76,True
2669,19,19,47,False
2670,24,31,82,True
2671,24,10,34,False
2672,18,19,41,False
2673,23,26,64,True
2674,18,22,65,True
2675,19,17,51,False
2676,18,16,50,False
2677,24,32,90,True
2678,20,33,84,True
2679,19,10,23,False
2680,19,29,82,True
2681,23,35,83,True
2682,23,12,35,False
2683,22,13,42,False
2684,22,9,25,False
2685,18,11,31,False
2686,24,35,87,True
2687,21,18,53,False
2688,23,26,74,True
2689,23,21,59,False
2690,20,39,100,True
2691,19,36,92,True
2692,20,9,18,False
2693,24,16,47,False
2694,20,28,70,True
2695,22,7,8,False
2696,18,19,43,False
2697,24,29,71,True
2698,22,20,55,False
2699,24,21,49,False
2700,19,38,89,True
2701,24,29,74,True
2702,18,23,56,False
2703,24,10,33,False
2704,19,25,62,True
2705,19,35,87,True
2706,22,32,72,True
2707,21,38,91,True
2708,24,23,49,False
2709,19,13,27,False
2710,22,36,89,True
2711,24,26,56,False
2712,21,16,43,False
2713,23,39,100,True
2714,21,35,78,True
2715,19,33,79,True
2716,21,17,45,False
2717,20,25,56,False
2718,21,18,44,False
2719,21,35,88,True
2720,24,8,17,False
2721,20,26,63,True
2722,23,37,100,True
2723,19,35,90,True
2724,20,14,30,False
2725,20,18,43,False
2726,21,18,40,False
2727,21,31,75,True
2728,21,26,66,True
2729,21,25,63,True
2730,18,31,70,True
2731,19,11,25,False
2732,19,23,52,False
2733,18,14,30,False
2734,23,35,97,True
2735,18,7,16,False
2736,23,13,37,False
2737,23,7,12,False
2738,20,11,22,False
2739,18,11,18,False
2740,22,20,45,False
2741,22,5,14,False
2742,23,7,23,False
2743,22,18,46,False
2744,18,14,30,False
2745,23,35,86,True
2746,19,18,39,False
2747,19,15,33,False
2748,21,11,24,False
2749,19,15,44,False
2750,20,16,33,False
2751,21,13,27,False
2752,19,28,64,True
2753,24,33,89,True
2754,21,5,20,False
2755,22,9,27,False
2756,23,38,86,True
2757,22,28,65,True
2758,20,30,77,True
2759,19,19,56,False
2760,24,17,43,False
2761,20,38,95,True
2762,19,12,20,False
2763,21,26,72,True
2764,22,5,19,False
2765,19,37,90,True
2766,22,5,16,False
2767,22,25,68,True
2768,22,28,67,True
2769,18,17,40,False
2770,18,23,59,False
2771,22,15,44,False
2772,21,13,39,False
2773,20,37,99,True
2774,23,20,56,False
2775,20,21,45,False
2776,21,32,79,True
2777,21,13,26,False
2778,24,27,74,True
2779,19,17,52,False
2780,18,22,58,False
2781,23,23,66,True
2782,21,12,34,False
2783,23,12,27,False
2784,24,30,74,True
2785,23,34,92,True
2786,22,34,84,True
2787,24,30,82,True
2788,22,17,40,False
2789,20,32,72,True
2790,24,19,45,False
2791,24,34,77,True
2792,20,18,43,False
2793,22,28,64,True
2794,19,35,89,True
2795,19,39,97,True
2796,23,16,44,False
2797,20,38,88,True
2798,24,10,26,False
2799,24,17,40,False
2800,23,26,71,True
2801,23,35,93,True
2802,21,37,100,True
2803,18,31,69,True
2804,24,14,38,False
2805,24,19,45,False
2806,23,20,53,False
2807,20,36,86,True
2808,23,11,34,False
2809,21,16,45,False
2810,18,21,43,False
2811,19,30,83,True
2812,21,27,74,True
2813,18,10,18,False
2814,18,31,82,True
2815,20,5,21,False
2816,22,5,18,False
2817,24,38,100,True
2818,24,26,67,True
2819,24,5,9,False
2820,23,8,20,False
2821,22,28,60,True
2822,19,5,15,False
2823,20,11,30,False
2824,19,28,61,True
2825,21,33,88,True
2826,24,5,5,False
2827,24,11,23,False
2828,22,22,59,False
2829,24,10,33,False
2830,19,36,99,True
2831,22,5,11,False
2832,21,6,15,False
2833,19,35,82,True
2834,23,5,4,False
2835,24,39,88,True
2836,23,39,95,True
2837,19,23,62,True
2838,24,13,36,False
2839,22,31,84,True
2840,18,25,54,False
2841,22,17,48,False
2842,21,21,47,False
2843,18,36,83,True
2844,23,37,83,True
2845,18,26,75,True
2846,24,18,39,False
2847,23,34,80,True
2848,24,11,28,False
2849,23,29,64,True
2850,20,22,60,True
2851,23,34,91,True
2852,23,39,94,True
2853,21,33,92,True
2854,21,34,76,True
2855,22,20,45,False
2856,24,9,19,False
2857,22,25,62,True
2858,24,19,48,False
2859,23,11,32,False
2860,21,34,85,True
2861,19,39,90,True
2862,22,12,27,False
2863,20,13,39,False
2864,22,27,73,True
2865,23,26,64,True
2866,23,14,43,False
2867,20,36,84,True
2868,22,16,41,False
2869,23,32,87,True
2870,21,23,56,False
2871,21,8,12,False
2872,19,26,73,True
2873,20,32,88,True
2874,18,39,93,True
2875,19,8,24,False
2876,19,22,54,False
2877,22,38,96,True
2878,19,18,38,False
2879,23,29,67,True
2880,18,29,82,True
2881,19,32,88,True
2882,24,5,13,False
2883,21,5,19,False
2884,18,31,79,True
2885,23,33,88,True
2886,24,28,76,True
2887,24,22,48,False
2888,19,7,13,False
2889,21,25,68,True
2890,18,9,16,False
2891,19,15,39,False
2892,20,16,49,False
2893,23,11,24,False
2894,23,33,74,True
2895,18,26,57,False
2896,22,37,83,True
2897,20,36,90,True
2898,24,27,65,True
2899,24,14,30,False
2900,18,5,6,False
2901,20,29,65,True
2902,19,36,94,True
2903,20,8,25,False
2904,20,38,100,True
2905,20,39,91,True
2906,21,28,63,True
2907,20,8,18,False
2908,21,13,30,False
2909,24,29,73,True
2910,23,5,21,False
2911,21,24,55,False
2912,18,36,93,True
2913,23,16,46,False
2914,21,19,48,False
2915,19,24,63,True
2916,22,32,79,True
2917,19,39,93,True
2918,22,8,11,False
2919,21,34,86,True
2920,23,38,90,True
2921,18,14,44,False
2922,18,6,6,False
2923,23,26,67,True
2924,24,5,11,False
2925,18,39,88,True
2926,20,36,94,True
2927,22,31,77,True
2928,20,22,58,False
2929,22,33,85,True
2930,22,5,6,False
2931,21,8,27,False
2932,19,15,43,False
2933,19,32,74,True
2934,18,12,32,False
2935,24,21,56,False
2936,19,8,26,False
2937,24,22,59,False
2938,24,8,20,False
2939,20,37,92,True
2940,20,27,60,True
2941,23,24,65,True
2942,19,14,45,False
2943,18,19,48,False
2944,20,27,59,False
2945,21,8,14,False
2946,19,7,18,False
2947,19,38,93,True
2948,21,11,35,False
2949,21,28,68,True
2950,22,35,96,True
2951,22,20,47,False
2952,19,32,83,True
2953,22,21,44,False
2954,22,12,29,False
2955,24,34,75,True
2956,20,20,51,False
2957,22,16,45,False
2958,23,15,31,False
2959,20,26,56,False
2960,24,23,61,True
2961,23,21,43,False
2962,21,22,60,True
2963,24,36,81,True
2964,23,8,17,False
2965,20,35,87,True
2966,23,24,68,True
2967,24,10,20,False
2968,22,37,96,True
2969,22,20,57,False
2970,18,9,28,False
2971,18,27,73,True
2972,23,33,85,True
2973,23,27,65,True
2974,19,6,6,False
2975,23,39,100,True
2976,21,37,97,True
2977,19,21,50,False
2978,23,6,6,False
2979,21,14,26,False
2980,22,14,28,False
2981,18,6,16,False
2982,18,31,68,True
2983,19,17,35,False
2984,22,17,51,False
2985,19,37,86,True
2986,18,35,93,True
2987,23,13,35,False
2988,22,10,35,False
2989,20,18,38,False
2990,23,22,46,False
2991,23,25,65,True
2992,19,6,20,False
2993,21,39,98,True
2994,21,22,56,False
2995,22,29,66,True
2996,19,19,46,False
2997,19,37,95,True
2998,18,18,41,False
2999,24,34,91,True
3000,21,33,80,True
3001,21,27,62,True
3002,24,27,65,True
3003,20,29,69,True
3004,24,17,33,False
3005,21,31,81,True
3006,21,27,60,True
3007,18,31,85,True
3008,20,22,57,False
3009,22,23,63,True
3010,24,25,67,True
3011,19,31,84,True
3012,23,26,59,False
3013,18,36,89,True
3014,23,14,26,False
3015,22,38,90,True
3016,18,24,58,False
3017,19,35,91,True
3018,19,15,35,False
3019,22,31,75,True
3020,18,7,20,False
3021,21,15,28,False
3022,19,33,80,True
3023,19,21,56,False
3024,24,18,39,False
3025,22,16,36,False
3026,20,15,29,False
3027,23,26,71,True
3028,22,33,92,True
3029,19,21,45,False
3030,21,7,26,False
3031,24,33,76,True
3032,19,30,68,True
3033,19,17,41,False
3034,24,5,7,False
3035,24,18,52,False
3036,19,24,68,True
3037,20,35,93,True
3038,21,7,27,False
3039,24,10,21,False
3040,23,16,30,False
3041,21,20,46,False
3042,22,9,15,False
3043,21,7,9,False
3044,19,24,64,True
3045,21,32,90,True
3046,21,16,31,False
3047,24,13,23,False
3048,20,12,25,False
3049,18,36,89,True
3050,18,36,86,True
3051,23,6,22,False
3052,23,8,17,False
3053,20,7,27,False
3054,21,35,86,True
3055,18,11,37,False
3056,18,14,44,False
3057,24,32,80,True
3058,19,21,61,True
3059,20,16,43,False
3060,21,20,45,False
3061,24,20,41,False
3062,20,26,71,True
3063,18,14,32,False
3064,21,23,57,False
3065,20,7,8,False
3066,19,6,17,False
3067,21,35,80,True
3068,18,24,50,False
3069,21,13,39,False
3070,23,22,54,False
3071,23,20,48,False
3072,20,12,29,False
3073,21,7,25,False
3074,20,12,39,False
3075,24,29,64,True
3076,21,36,97,True
3077,22,29,73,True
3078,23,39,100,True
3079,23,21,44,False
3080,21,31,76,True
3081,23,30,69,True
3082,22,33,90,True
3083,19,36,97,True
3084,21,8,29,False
3085,21,19,50,False
3086,22,18,50,False
3087,18,35,92,True
3088,20,30,82,True
3089,23,26,62,True
3090,23,36,92,True
3091,24,24,56,False
3092,24,39,90,True
3093,22,24,57,False
3094,18,5,18,False
3095,24,39,100,True
3096,23,16,38,False
3097,23,11,29,False
3098,18,11,23,False
3099,21,27,61,True
3100,24,12,27,False
3101,19,11,20,False
3102,18,14,41,False
3103,19,11,34,False
3104,23,38,86,True
3105,19,22,50,False
3106,23,17,35,False
3107,22,6,7,False
3108,24,37,84,True
3109,18,30,77,True
3110,23,25,66,True
3111,21,28,77,True
3112,18,37,100,True
3113,23,21,60,True
3114,21,30,71,True
3115,20,15,45,False
3116,19,39,97,True
3117,20,32,81,True
3118,23,9,21,False
3119,23,19,55,False
3120,19,26,72,True
3121,20,25,58,False
3122,23,22,55,False
3123,22,26,56,False
3124,22,14,35,False
3125,24,10,33,False
3126,19,24,55,False
3127,20,26,71,True
3128,20,20,46,False
3129,22,36,85,True
3130,19,36,82,True
3131,18,21,59,False
3132,19,38,100,True
3133,20,33,81,True
3134,19,35,91,True
3135,21,13,31,False
3136,21,8,19,False
3137,24,36,91,True
3138,18,30,68,True
3139,19,36,99,True
3140,22,16,35,False
3141,24,31,82,True
3142,19,19,38,False
3143,20,38,100,True
3144,18,20,51,False
3145,24,13,23,False
3146,24,24,69,True
3147,23,39,89,True
3148,18,29,74,True
3149,24,13,24,False
3150,19,34,77,True
3151,18,25,60,True
3152,19,27,64,True
3153,21,25,53,False
3154,19,9,16,False
3155,23,16,47,False
3156,21,25,55,False
3157,24,24,61,True
3158,20,32,80,True
3159,23,21,57,False
3160,23,25,69,True
3161,23,35,85,True
3162,20,33,91,True
3163,19,32,71,True
3164,20,10,28,False
3165,19,38,100,True
3166,22,22,53,False
3167,18,17,35,False
3168,20,28,68,True
3169,20,17,33,False
3170,23,32,76,True
3171,23,20,55,False
3172,21,34,80,True
3173,23,8,17,False
3174,19,35,83,True
3175,23,29,70,True
3176,22,16,37,False
3177,19,23,65,True
3178,23,28,64,True
3179,24,37,84,True
3180,22,25,62,True
3181,24,18,46,False
3182,22,5,11,False
3183,19,28,65,True
3184,21,5,10,False
3185,19,16,34,False
3186,20,34,83,True
3187,20,13,35,False
3188,22,27,60,True
3189,18,39,88,True
3190,20,27,67,True
3191,24,8,24,False
3192,20,32,73,True
3193,20,9,30,False
3194,21,5,5,False
3195,18,34,80,True
3196,24,14,28,False
3197,23,6,25,False
3198,20,6,17,False
3199,18,31,84,True
3200,24,25,56,False
3201,19,33,85,True
3202,19,25,70,True
3203,19,17,52,False
3204,22,31,71,True
3205,19,32,88,True
3206,19,29,79,True
3207,22,31,71,True
3208,21,39,91,True
3209,20,20,41,False
3210,22,34,88,True
3211,21,38,97,True
3212,23,33,81,True
3213,20,33,86,True
3214,18,19,42,False
3215,20,18,53,False
3216,19,12,25,False
3217,22,28,62,True
3218,20,33,80,True
3219,19,25,62,True
3220,18,17,41,False
3221,22,37,99,True
3222,21,35,83,True
3223,19,26,65,True
3224,24,10,33,False
3225,20,28,75,True
3226,18,36,87,True
3227,22,6,18,False
3228,18,21,43,False
3229,24,7,12,False
3230,23,18,38,False
3231,21,6,6,False
3232,20,15,35,False
3233,22,38,89,True
3234,24,38,100,True
3235,22,8,19,False
3236,18,6,24,False
3237,22,12,30,False
3238,19,29,74,True
3239,18,21,51,False
3240,24,28,74,True
3241,23,25,61,True
3242,18,16,42,False
3243,23,31,75,True
3244,18,6,18,False
3245,24,27,73,True
3246,22,19,56,False
3247,24,31,87,True
3248,20,33,80,True
3249,20,32,79,True
3250,23,15,46,False
3251,20,27,75,True
3252,19,25,71,True
3253,20,36,99,True
3254,24,10,21,False
3255,23,32,73,True
3256,19,5,3,False
3257,24,37,89,True
3258,20,25,63,True
3259,20,24,53,False
3260,18,9,22,False
3261,24,6,7,False
3262,24,7,12,False
3263,22,23,48,False
3264,23,17,41,False
3265,20,39,90,True
3266,24,23,48,False
3267,22,19,40,False
3268,18,20,50,False
3269,20,18,50,False
3270,23,14,45,False
3271,24,39,100,True
3272,18,31,80,True
3273,21,34,88,True
3274,19,8,14,False
3275,19,15,39,False
3276,24,10,23,False
3277,22,16,49,False
3278,21,6,22,False
3279,23,36,96,True
3280,19,13,26,False
3281,19,10,17,False
3282,23,28,68,True
3283,23,16,49,False
3284,19,19,38,False
3285,22,37,83,True
3286,21,6,13,False
3287,22,8,22,False
3288,18,21,43,False
3289,22,26,75,True
3290,20,12,23,False
3291,21,13,37,False
3292,23,32,73,True
3293,21,5,17,False
3294,24,10,21,False
3295,24,16,30,False
3296,19,37,100,True
3297,24,14,35,False
3298,21,13,28,False
3299,18,13,24,False
3300,19,14,35,False
3301,19,24,65,True
3302,20,16,33,False
3303,24,18,49,False
3304,24,24,58,False
3305,20,31,86,True
3306,19,12,39,False
3307,22,21,47,False
3308,19,23,61,True
3309,23,30,85,True
3310,24,35,90,True
3311,21,33,85,True
3312,21,30,71,True
3313,18,10,19,False
3314,19,34,84,True
3315,19,12,24,False
3316,20,15,35,False
3317,24,39,93,True
3318,19,17,52,False
3319,20,19,41,False
3320,18,26,66,True
3321,23,11,22,False
3322,21,8,16,False
3323,22,25,57,False
3324,20,14,27,False
3325,21,18,53,False
3326,19,27,73,True
3327,24,20,42,False
3328,23,10,20,False
3329,20,6,15,False
3330,23,10,21,False
3331,23,21,60,True
3332,18,29,69,True
3333,18,18,54,False
3334,20,29,64,True
3335,20,15,33,False
3336,22,31,71,True
3337,22,10,24,False
3338,19,36,84,True
3339,18,6,5,False
3340,23,7,22,False
3341,20,23,67,True
3342,24,27,73,True
3343,19,28,70,True
3344,21,35,89,True
3345,20,14,36,False
3346,23,6,8,False
3347,21,7,24,False
3348,22,21,56,False
3349,18,22,51,False
3350,24,38,100,True
3351,22,37,91,True
3352,20,34,89,True
3353,21,39,90,True
3354,21,33,73,True
3355,24,17,46,False
3356,20,7,17,False
3357,22,31,74,True
3358,24,28,77,True
3359,23,15,43,False
3360,23,31,80,True
3361,20,6,14,False
3362,21,16,36,False
3363,21,8,28,False
3364,19,33,86,True
3365,21,20,48,False
3366,19,34,90,True
3367,21,15,41,False
3368,21,9,31,False
3369,21,38,88,True
3370,23,33,81,True
3371,21,18,42,False
3372,23,18,36,False
3373,21,23,62,True
3374,21,36,99,True
3375,20,26,56,False
3376,19,23,63,True
3377,19,9,25,False
3378,18,33,74,True
3379,23,21,53,False
3380,18,8,11,False
3381,20,14,44,False
3382,21,20,50,False
3383,18,35,97,True
3384,19,39,100,True
3385,21,8,24,False
3386,20,19,55,False
3387,19,16,48,False
3388,20,11,21,False
3389,21,12,29,False
3390,20,38,97,True
3391,21,36,97,True
3392,22,35,97,True
3393,23,9,24,False
3394,21,31,77,True
3395,21,30,74,True
3396,21,9,29,False
3397,24,19,42,False
3398,23,20,52,False
3399,19,20,42,False
3400,21,27,62,True
3401,23,36,81,True
3402,23,19,48,False
3403,19,8,22,False
3404,22,32,88,True
3405,19,28,69,True
3406,23,10,31,False
3407,24,22,59,False
3408,21,35,82,True
3409,24,26,56,False
3410,20,28,61,True
3411,21,22,54,False
3412,23,32,87,True
3413,23,6,19,False
3414,24,31,82,True
3415,19,32,82,True
3416,23,36,86,True
3417,18,27,77,True
3418,18,5,20,False
3419,24,8,16,False
3420,20,19,53,False
3421,23,17,44,False
3422,18,15,42,False
3423,23,9,26,False
3424,19,5,17,False
3425,19,32,75,True
3426,23,16,48,False
3427,23,29,79,True
3428,23,25,68,True
3429,19,9,15,False
3430,22,32,90,True
3431,19,21,43,False
3432,21,11,33,False
3433,21,27,72,True
3434,22,15,43,False
3435,24,25,62,True
3436,23,16,39,False
3437,22,38,91,True
3438,19,15,46,False
3439,22,33,86,True
3440,20,8,25,False
3441,22,20,52,False
3442,23,38,99,True
3443,21,21,51,False
3444,24,20,53,False
3445,21,14,35,False
3446,23,39,100,True
3447,21,12,22,False
3448,18,21,51,False
3449,20,11,22,False
3450,21,23,60,True
3451,22,30,73,True
3452,23,34,95,True
3453,21,26,60,True
3454,24,12,24,False
3455,23,21,44,False
3456,24,28,79,True
3457,20,39,94,True
3458,22,34,84,True
3459,22,11,28,False
3460,23,9,23,False
3461,24,18,45,False
3462,23,22,49,False
3463,24,12,24,False
3464,23,8,23,False
3465,18,9,31,False
3466,24,26,70,True
3467,20,7,10,False
3468,21,11,26,False
3469,23,24,64,True
3470,23,8,12,False
3471,23,11,26,False
3472,19,9,26,False
3473,24,31,72,True
3474,21,15,32,False
3475,18,18,38,False
3476,23,27,75,True
3477,23,28,62,True
3478,21,35,81,True
3479,19,22,55,False
3480,21,21,48,False
3481,19,37,88,True
3482,24,10,23,False
3483,18,26,58,False
3484,21,13,42,False
3485,18,27,64,True
3486,24,7,18,False
3487,21,5,13,False
3488,21,34,78,True
3489,22,6,24,False
3490,20,6,16,False
3491,22,8,28,False
3492,21,25,65,True
3493,23,18,44,False
3494,18,37,84,True
3495,19,22,63,True
3496,23,32,82,True
3497,24,6,13,False
3498,22,5,16,False
3499,24,33,78,True
3500,18,17,47,False
3501,23,24,52,False
3502,21,30,82,True
3503,23,37,100,True
3504,20,36,97,True
3505,24,8,14,False
3506,19,22,62,True
3507,21,5,21,False
3508,20,28,61,True
3509,20,10,21,False
3510,18,37,84,True
3511,21,12,31,False
3512,22,5,19,False
3513,23,26,57,False
3514,23,15,40,False
3515,18,31,82,True
3516,24,13,28,False
3517,20,24,65,True
3518,23,13,30,False
3519,19,31,76,True
3520,20,8,13,False
3521,24,14,44,False
3522,19,33,73,True
3523,18,12,39,False
3524,24,34,88,True
3525,18,11,33,False
3526,23,11,35,False
3527,21,12,38,False
3528,23,6,22,False
3529,22,29,63,True
3530,24,19,45,False
3531,23,19,47,False
3532,18,26,65,True
3533,22,32,71,True
3534,19,29,73,True
3535,23,14,43,False
3536,18,30,67,True
3537,21,33,88,True
3538,23,27,71,True
3539,23,14,35,False
3540,19,37,87,True
3541,24,20,47,False
3542,22,9,26,False
3543,24,38,100,True
3544,22,19,40,False
3545,24,33,90,True
3546,24,16,45,False
3547,18,8,11,False
3548,20,31,87,True
3549,24,20,50,False
3550,21,12,22,False
3551,22,32,88,True
3552,20,26,70,True
3553,24,19,39,False
3554,21,30,67,True
3555,18,18,55,False
3556,24,22,45,False
3557,23,12,21,False
3558,19,6,12,False
3559,23,22,59,False
3560,22,27,75,True
3561,19,22,51,False
3562,21,8,13,False
3563,19,26,57,False
3564,19,38,100,True
3565,18,24,54,False
3566,21,26,68,True
3567,22,13,35,False
3568,18,35,88,True
3569,24,34,78,True
3570,19,23,51,False
3571,24,11,23,False
3572,19,23,48,False
3573,24,37,97,True
3574,19,33,79,True
3575,23,24,58,False
3576,24,35,85,True
3577,21,33,87,True
3578,21,6,13,False
3579,21,28,66,True
3580,18,29,67,True
3581,19,23,49,False
3582,20,36,91,True
3583,19,32,72,True
3584,24,11,30,False
3585,19,23,49,False
3586,23,14,42,False
3587,20,9,17,False
3588,20,8,11,False
3589,23,29,76,True
3590,18,7,21,False
3591,24,18,37,False
3592,24,11,35,False
3593,19,23,56,False
3594,20,34,83,True
3595,23,19,41,False
3596,21,19,56,False
3597,19,19,51,False
3598,19,32,82,True
3599,23,6,9,False
3600,20,38,92,True
3601,24,38,93,True
3602,24,9,30,False
3603,21,10,33,False
3604,22,7,8,False
3605,19,30,82,True
3606,20,33,73,True
3607,18,25,63,True
3608,22,24,69,True
3609,22,32,72,True
3610,22,6,21,False
3611,22,13,28,False
3612,24,15,43,False
3613,23,32,72,True
3614,21,29,80,True
3615,21,38,90,True
3616,24,14,42,False
3617,24,9,28,False
3618,24,9,13,False
3619,22,5,11,False
3620,20,16,44,False
3621,19,6,11,False
3622,21,28,78,True
3623,22,24,54,False
3624,23,15,30,False
3625,18,19,42,False
3626,24,28,75,True
3627,21,25,64,True
3628,24,9,14,False
3629,19,30,81,True
3630,18,19,40,False
3631,19,7,22,False
3632,18,39,98,True
3633,24,21,61,True
3634,21,32,81,True
3635,19,23,58,False
3636,18,20,60,True
3637,23,38,100,True
3638,18,34,85,True
3639,19,32,75,True
3640,24,31,69,True
3641,22,14,28,False
3642,20,38,90,True
3643,19,31,74,True
3644,21,28,75,True
3645,18,18,53,False
3646,18,21,56,False
3647,23,35,90,True
3648,20,29,80,True
3649,18,13,41,False
3650,21,15,29,False
3651,19,33,77,True
3652,22,24,54,False
3653,21,29,64,True
3654,23,33,73,True
3655,24,18,41,False
3656,22,32,75,True
3657,18,13,23,False
3658,21,33,75,True
3659,20,32,87,True
3660,19,5,17,False
3661,21,32,85,True
3662,20,28,68,True
3663,24,25,66,True
3664,18,19,48,False
3665,20,23,48,False
3666,19,14,33,False
3667,21,12,31,False
3668,20,7,13,False
3669,24,22,53,False
3670,23,26,72,True
3671,22,34,93,True
3672,22,39,100,True
3673,18,23,66,True
3674,23,30,70,True
3675,19,38,95,True
3676,21,5,17,False
3677,21,25,69,True
3678,19,5,15,False
3679,24,36,99,True
3680,19,24,66,True
3681,21,37,93,True
3682,21,15,39,False
3683,24,12,32,False
3684,22,16,40,False
3685,24,8,20,False
3686,18,30,84,True
3687,24,15,35,False
3688,18,19,44,False
3689,22,23,60,True
3690,24,29,70,True
3691,19,12,37,False
3692,21,37,87,True
3693,19,19,46,False
3694,19,5,18,False
3695,23,12,37,False
3696,21,20,42,False
3697,21,33,77,True
3698,20,30,66,True
3699,18,30,75,True
3700,24,25,62,True
3701,24,19,44,False
3702,22,9,16,False
3703,18,34,91,True
3704,22,22,49,False
3705,19,11,19,False
3706,18,23,50,False
3707,19,26,70,True
3708,21,24,57,False
3709,23,35,80,True
3710,20,7,25,False
3711,24,30,67,True
3712,20,11,27,False
3713,24,33,88,True
3714,19,35,89,True
3715,22,5,6,False
3716,21,39,99,True
3717,20,7,23,False
3718,20,19,44,False
3719,24,26,62,True
3720,23,39,90,True
3721,19,25,69,True
3722,18,14,28,False
3723,18,37,91,True
3724,24,20,43,False
3725,19,29,81,True
3726,20,25,59,False
3727,24,24,65,True
3728,24,35,85,True
3729,20,20,44,False
3730,22,12,32,False
3731,22,39,92,True
3732,18,13,31,False
3733,18,24,60,True
3734,21,31,85,True
3735,22,10,28,False
3736,23,17,49,False
3737,23,38,100,True
3738,24,18,53,False
3739,18,7,15,False
3740,18,38,98,True
3741,19,38,88,True
3742,23,20,41,False
3743,24,38,88,True
3744,23,30,74,True
3745,22,34,90,True
3746,21,36,81,True
3747,22,13,32,False
3748,22,31,80,True
3749,20,25,72,True
3750,21,16,38,False
3751,21,32,76,True
3752,23,37,90,True
3753,23,39,100,True
3754,20,15,43,False
3755,23,25,72,True
3756,20,7,20,False
3757,21,35,89,True
3758,18,33,76,True
3759,19,12,27,False
3760,23,7,22,False
3761,24,19,43,False
3762,23,6,14,False
3763,18,33,85,True
3764,23,7,26,False
3765,24,13,35,False
3766,19,39,90,True
3767,23,10,18,False
3768,19,39,92,True
3769,23,22,57,False
3770,19,37,98,True
3771,20,15,35,False
3772,22,6,15,False
3773,20,16,36,False
3774,23,13,36,False
3775,23,25,57,False
3776,23,29,66,True
3777,21,13,29,False
3778,21,37,92,True
3779,21,6,6,False
3780,18,17,43,False
3781,22,31,86,True
3782,24,17,48,False
3783,24,34,76,True
3784,22,11,34,False
3785,22,21,54,False
3786,23,24,66,True
3787,23,24,60,True
3788,22,21,58,False
3789,18,39,100,True
3790,23,34,88,True
3791,21,25,72,True
3792,23,19,39,False
3793,19,7,12,False
3794,23,12,26,False
3795,20,28,79,True
3796,21,18,44,False
3797,21,9,14,False
3798,20,10,18,False
3799,21,13,34,False
3800,18,15,38,False
3801,18,36,90,True
3802,19,26,75,True
3803,24,10,15,False
3804,19,23,59,False
3805,20,25,62,True
3806,20,30,83,True
3807,21,11,34,False
3808,20,17,46,False
3809,23,32,86,True
3810,19,5,12,False
3811,22,33,86,True
3812,21,25,69,True
3813,21,13,36,False
3814,19,18,41,False
3815,20,33,73,True
3816,22,16,50,False
3817,21,33,77,True
3818,23,30,68,True
3819,19,20,57,False
3820,22,12,21,False
3821,22,30,84,True
3822,20,34,78,True
3823,20,37,100,True
3824,24,21,53,False
3825,23,8,17,False
3826,18,16,42,False
3827,19,12,39,False
3828,24,33,82,True
3829,24,32,86,True
3830,20,25,70,True
3831,24,19,57,False
3832,19,6,18,False
3833,19,14,29,False
3834,23,8,13,False
3835,20,20,47,False
3836,23,9,13,False
3837,19,15,39,False
3838,20,15,38,False
3839,20,8,22,False
